month,temp,wind,rh,dmc,dc,ffmc
oct,26,8.5,83,36,142,81
jul,7,3.5,72,80,299,79
apr,19,9.3,56,27,97,84
sep,20,5.9,78,67,182,75
apr,15,5.1,62,65,195,84
apr,31,4.1,34,73,305,82
may,30,6.8,88,54,154,72
apr,6,6.9,86,43,287,82
may,30,3.5,65,69,299,87
jan,14,6.6,83,32,257,78
jan,10,0.9,76,55,88,74
sep,28,4.8,34,33,85,82
mar,21,8.8,70,75,336,79
nov,15,8.7,86,30,333,76
nov,6,4.2,60,45,345,89
apr,29,3.1,18,65,334,83
oct,19,3.3,40,56,126,75
aug,24,5.6,57,37,250,74
dec,12,4.9,95,68,277,73
may,29,7.1,20,57,237,80
aug,33,9.2,43,37,110,82
jun,13,9.4,84,70,230,90
sep,22,9.6,32,44,235,89
dec,8,5.0,53,52,263,70
nov,27,5.3,92,39,366,84
may,5,2.0,69,31,290,83
jan,26,2.9,62,55,122,87
jul,19,9.7,47,67,122,76
apr,13,5.2,75,70,356,84
nov,37,1.9,15,43,239,74
feb,13,2.1,83,54,349,76
dec,16,9.5,50,57,295,84
oct,23,4.7,24,50,382,75
sep,27,2.2,87,49,131,80
jan,33,9.0,77,56,238,89
jul,27,5.6,11,57,284,70
jan,20,3.0,42,30,320,73
feb,23,8.0,69,40,365,77
jan,9,3.1,36,27,221,82
jun,24,2.0,71,42,226,82
may,24,7.2,33,79,305,79
apr,27,5.3,34,57,89,74
jul,6,1.5,16,53,360,78
oct,19,6.2,41,44,108,80
feb,9,7.3,50,70,173,71
may,16,5.2,51,60,390,78
sep,23,6.3,53,21,131,86
jan,13,8.0,69,77,385,78
sep,17,3.9,31,26,124,90
sep,26,8.5,69,72,246,87
sep,25,1.4,75,67,329,87
aug,11,7.2,95,79,204,86
jul,36,6.2,58,66,255,79
dec,11,3.4,13,47,175,72
apr,16,6.3,20,50,264,89
sep,37,3.3,70,28,172,72
jan,36,3.3,50,26,213,83
aug,27,1.7,49,51,278,74
mar,7,1.8,17,21,222,85
jul,20,4.1,14,38,130,72
mar,29,3.7,41,74,394,84
aug,12,6.3,86,22,126,79
may,37,7.9,75,48,370,89
apr,21,1.2,90,46,230,87
jul,17,7.3,78,42,382,89
aug,23,10.0,12,23,174,76
sep,12,3.3,49,71,143,74
jul,15,8.3,13,23,265,86
may,13,6.0,15,38,327,81
nov,35,4.8,43,54,150,70
may,10,4.7,28,46,400,86
aug,7,3.5,17,42,368,72
sep,9,5.7,27,64,158,77
nov,12,6.8,20,41,338,83
feb,8,8.3,17,44,140,84
feb,27,6.1,60,40,388,75
sep,34,2.5,54,60,288,86
sep,34,8.8,32,73,358,72
oct,7,2.9,38,21,380,82
oct,28,4.1,13,55,351,74
feb,26,3.9,51,70,268,70
sep,16,4.4,71,36,113,78
dec,23,4.4,31,70,85,84
jun,13,5.4,35,40,103,78
sep,37,4.0,60,23,335,73
jun,37,3.0,23,37,182,79
may,18,0.8,75,72,210,83
jan,29,5.0,19,56,244,83
dec,5,9.2,55,60,380,77
mar,9,5.7,47,30,163,83
nov,27,6.8,95,59,378,81
jan,23,5.0,75,73,142,80
nov,29,7.4,48,53,318,71
oct,19,5.8,27,68,397,89
mar,25,6.2,23,32,258,77
nov,27,5.7,30,74,193,83
jul,28,7.9,25,56,292,70
mar,23,1.3,49,79,226,80
dec,8,6.9,61,38,283,85
nov,25,3.1,10,67,108,80
apr,34,6.9,32,26,114,77
apr,27,1.5,44,76,305,75
jan,34,1.4,84,66,189,72
apr,22,5.8,78,48,365,76
aug,22,4.8,42,49,392,88
jul,5,2.8,14,45,242,85
feb,21,8.3,93,60,289,89
feb,16,2.0,27,71,386,78
aug,12,6.9,28,38,263,71
apr,17,8.5,80,66,153,85
may,13,5.8,94,38,333,77
jul,17,3.4,86,60,393,70
nov,13,4.1,61,60,181,73
sep,8,5.0,75,35,196,90
jun,23,9.4,29,71,209,87
may,35,7.1,55,42,393,86
dec,23,8.7,52,40,158,84
jan,36,8.6,42,34,106,71
jun,19,6.4,74,45,282,81
jun,23,6.7,91,67,309,90
dec,21,9.4,31,64,243,79
may,6,8.8,65,54,106,89
aug,27,6.6,26,67,128,80
aug,30,2.7,62,65,130,79
jul,23,1.1,45,56,213,81
mar,34,7.9,48,33,365,70
aug,23,3.4,35,56,191,87
sep,19,4.6,15,76,343,90
oct,8,4.4,71,22,115,78
may,20,0.9,50,75,120,88
sep,29,8.6,59,73,196,76
jan,6,3.4,53,51,279,88
nov,22,3.5,71,67,276,85
nov,36,6.9,13,63,388,78
apr,37,5.9,49,22,151,88
oct,28,6.0,73,51,287,81
jun,14,7.6,32,35,383,75
nov,7,7.7,64,20,155,81
nov,9,7.8,14,76,192,71
jul,26,5.4,52,42,163,71
aug,12,3.9,87,71,351,78
may,35,7.3,70,76,330,72
jan,34,3.0,48,64,236,76
may,21,5.3,10,58,271,86
dec,34,9.5,29,36,190,80
sep,29,3.4,32,80,366,84
jul,19,2.4,86,70,277,71
jul,35,2.9,17,45,236,79
apr,29,6.7,87,69,265,81
sep,15,6.0,17,41,307,76
aug,31,5.1,49,22,307,87
aug,9,2.6,27,73,118,83
jun,15,9.5,12,33,325,86
dec,30,3.6,83,63,222,88
feb,25,1.6,37,33,380,70
jan,26,3.3,90,54,335,83
jun,16,1.9,91,79,162,75
mar,26,2.6,51,54,136,71
oct,5,1.0,64,36,150,78
oct,35,3.5,66,68,340,90
sep,27,6.3,60,66,284,88
aug,30,7.5,74,54,199,86
oct,11,7.2,42,34,149,71
feb,29,1.9,27,44,343,85
sep,26,2.0,59,51,391,85
jan,25,5.0,73,70,86,88
oct,29,7.0,70,72,235,70
jan,15,6.9,62,68,194,70
jan,28,8.3,70,55,120,89
aug,10,4.4,87,64,342,86
jul,25,8.9,52,73,292,90
mar,17,9.0,81,40,261,89
jul,7,5.4,81,41,80,74
sep,26,9.9,73,55,86,73
may,15,5.0,64,43,94,80
oct,33,3.7,51,45,293,81
jun,25,4.2,58,54,183,85
jul,20,6.3,74,25,289,71
dec,35,2.3,36,53,341,85
apr,9,9.1,85,72,301,89
jan,32,2.1,48,75,173,84
oct,8,9.4,54,62,113,77
mar,15,6.7,15,21,223,72
oct,37,0.8,84,42,284,82
nov,5,6.6,31,61,278,76
sep,33,9.4,63,37,322,70
dec,24,8.4,41,35,337,82
jan,17,1.0,33,45,199,86
jul,24,6.4,28,43,247,73
jan,31,2.2,69,29,326,72
sep,9,4.8,88,78,368,83
aug,12,9.0,63,50,133,76
nov,13,8.7,19,27,391,80
sep,26,4.7,13,72,310,71
aug,34,10.0,14,70,242,78
sep,24,4.3,75,32,234,73
feb,26,1.6,41,39,164,81
jun,8,3.0,47,74,366,84
jun,12,7.2,27,25,369,78
dec,8,9.6,79,58,170,76
feb,8,6.5,25,56,140,71
jun,31,9.9,75,78,260,84
mar,22,9.9,16,25,122,81
oct,24,7.2,24,49,86,73
jul,22,4.2,84,50,389,89
oct,24,9.6,95,32,206,71
apr,17,4.7,29,53,246,90
aug,23,5.7,33,66,98,89
sep,16,6.6,76,77,221,88
oct,20,2.6,33,75,262,79
mar,23,10.0,51,67,249,86
nov,32,8.0,75,50,328,77
mar,17,9.8,68,50,110,84
dec,5,4.4,91,32,212,87
sep,29,4.7,52,63,376,88
may,20,3.7,49,62,393,81
jan,6,8.0,21,59,203,89
sep,8,9.7,79,57,363,78
oct,23,2.2,68,63,266,82
aug,34,6.7,36,56,256,70
apr,5,7.0,44,47,353,85
jun,17,8.3,48,68,310,75
feb,21,9.4,56,63,256,75
aug,17,5.7,63,33,183,87
oct,7,5.1,50,23,147,86
feb,30,3.0,88,60,219,84
jun,31,1.6,65,49,93,75
sep,32,5.5,77,41,280,80
feb,27,5.8,94,20,306,88
feb,18,9.8,28,30,155,85
jul,16,2.5,40,69,233,80
jun,23,9.7,43,57,196,79
dec,15,4.1,92,48,222,85
may,22,2.6,33,29,184,89
oct,9,2.1,59,26,149,72
mar,12,6.5,74,50,257,74
jan,10,6.1,80,49,251,80
jul,28,1.0,27,23,331,89
feb,8,2.5,71,61,386,89
dec,25,6.4,84,66,233,70
apr,17,4.1,41,63,122,90
oct,21,8.1,26,22,225,87
mar,26,8.2,83,24,159,72
may,15,2.0,49,80,250,79
mar,7,9.6,24,72,367,78
may,31,8.3,65,63,228,88
jul,19,5.7,37,54,319,78
may,20,3.5,71,50,325,75
nov,34,9.9,38,49,376,71
aug,16,3.5,50,72,317,77
mar,29,7.0,34,69,215,72
apr,22,2.7,31,69,269,79
apr,20,2.1,41,33,360,85
nov,28,9.9,65,41,275,75
jul,29,3.3,65,50,375,72
oct,8,8.7,76,34,314,77
oct,11,6.6,39,39,191,81
jan,9,8.0,75,65,307,86
apr,17,9.5,57,56,176,85
jun,24,3.8,92,37,323,74
nov,28,3.1,87,68,400,84
feb,6,7.2,20,34,182,74
oct,36,6.0,37,49,188,88
dec,32,9.1,30,50,133,83
jun,26,6.0,58,50,145,86
nov,20,0.9,58,50,271,76
feb,30,4.5,10,30,304,76
mar,28,8.1,79,72,255,70
feb,7,3.8,38,75,361,74
jul,33,8.6,52,54,125,70
may,18,1.3,33,31,327,80
jun,30,5.8,93,77,340,70
oct,20,6.1,29,26,293,77
sep,29,1.0,36,46,297,70
oct,8,1.2,56,33,227,75
jun,19,4.1,62,26,300,90
feb,36,7.8,34,40,340,73
oct,31,3.6,15,57,100,87
apr,12,9.7,75,75,210,80
jul,24,3.3,58,71,344,82
dec,28,3.2,92,25,195,87
sep,31,5.0,44,67,245,82
mar,6,2.4,64,75,329,70
oct,28,6.7,35,55,385,84
oct,22,3.2,54,61,251,80
sep,31,9.1,26,60,291,87
aug,30,1.8,89,71,98,70
may,18,9.7,41,67,198,72
aug,22,8.2,83,53,388,78
mar,6,5.5,31,80,136,90
apr,24,5.4,56,56,386,73
nov,21,1.5,52,25,94,88
jun,36,5.5,92,62,108,82
jul,37,2.1,48,60,288,85
may,8,2.3,83,49,388,86
jan,9,3.4,88,25,328,90
dec,17,4.8,77,76,330,77
jul,16,6.9,73,54,260,70
mar,5,8.3,79,80,239,70
jun,37,9.8,48,69,120,84
mar,36,3.9,86,71,330,71
sep,16,6.2,36,74,361,70
dec,6,7.9,55,23,301,77
sep,26,7.4,78,67,315,85
nov,22,7.0,44,30,188,81
may,26,7.0,79,73,89,80
feb,12,3.4,32,26,164,88
sep,8,3.5,74,26,342,86
aug,8,5.6,82,62,374,84
mar,12,2.0,62,27,377,86
feb,8,8.6,61,22,190,75
nov,21,4.9,50,21,259,87
may,19,3.4,39,60,278,89
nov,17,7.4,70,76,390,71
jul,35,6.8,41,51,294,73
jul,5,2.5,27,47,388,73
aug,10,7.9,82,27,323,82
dec,18,9.3,14,60,234,78
oct,18,2.7,29,73,301,76
feb,28,6.6,56,67,320,84
jun,25,4.4,56,64,355,89
dec,23,2.7,82,62,181,87
jan,23,3.1,15,58,197,73
mar,5,2.8,65,30,240,88
jan,6,6.4,71,48,361,75
dec,18,10.0,28,37,322,74
nov,34,4.7,72,51,255,77
oct,18,5.8,83,23,139,85
dec,10,3.7,36,73,182,89
sep,14,5.7,94,28,301,77
mar,33,3.3,14,30,140,85
sep,9,10.0,16,37,146,80
jan,22,7.6,28,74,86,79
nov,18,9.2,29,70,141,90
apr,6,1.8,21,56,361,80
feb,29,4.4,15,20,312,72
aug,16,3.3,72,52,93,81
jun,11,2.1,94,42,166,84
aug,22,4.3,62,79,270,90
oct,25,6.8,80,59,226,72
nov,18,4.6,94,32,107,73
oct,36,2.5,56,79,242,86
mar,12,4.4,93,52,392,81
dec,23,7.6,80,72,365,84
nov,18,9.5,68,25,338,85
jan,30,3.9,63,60,331,88
sep,36,8.7,64,73,212,73
apr,19,1.7,43,66,123,80
feb,10,7.4,11,49,312,74
jun,17,1.0,23,52,301,75
dec,24,8.8,92,32,189,77
jan,28,7.8,14,66,97,73
sep,13,2.5,51,35,400,71
feb,24,9.9,77,21,201,73
nov,28,2.1,90,59,156,90
oct,24,2.5,41,61,118,78
jun,33,4.9,80,55,383,83
feb,13,5.4,62,36,226,85
may,29,6.5,35,30,236,70
jul,12,8.2,52,40,174,83
jan,25,7.5,63,25,396,83
dec,33,7.5,10,26,313,86
mar,8,3.3,31,50,212,75
sep,18,6.4,55,32,229,90
jan,24,5.2,63,39,175,88
nov,12,1.2,13,72,252,87
nov,33,3.4,80,20,83,76
nov,9,1.3,22,70,81,90
aug,11,9.4,48,78,220,81
jul,11,6.2,18,31,272,79
jul,8,4.5,88,64,311,74
jul,11,3.0,46,37,327,75
jan,6,7.4,14,62,397,86
nov,16,2.6,94,42,219,83
may,27,4.6,19,67,347,85
jan,10,3.1,70,63,295,88
jun,21,3.6,69,60,197,88
jan,17,2.8,49,50,399,79
aug,25,4.6,60,55,274,77
jun,12,8.1,90,69,243,89
oct,17,7.0,19,39,105,85
jan,25,5.3,48,48,305,70
aug,15,2.3,36,43,160,77
jul,30,8.0,93,40,356,84
jan,35,1.4,61,63,395,70
aug,27,8.5,41,77,210,86
may,23,6.0,34,70,315,70
jul,36,3.7,20,55,153,70
oct,33,8.1,71,42,157,76
dec,28,2.3,45,22,356,73
may,33,3.1,58,63,89,86
may,16,1.7,59,52,156,70
jan,17,4.6,65,32,126,79
may,33,8.0,13,67,256,82
aug,33,10.0,33,70,211,86
aug,14,4.7,63,40,108,72
sep,34,4.0,60,65,308,86
feb,30,7.2,25,53,358,84
aug,13,9.5,65,56,103,87
mar,27,7.8,25,59,311,87
dec,15,7.9,40,27,393,84
jul,10,3.1,70,70,91,73
may,33,2.4,65,68,349,78
dec,14,4.6,40,71,351,86
nov,20,1.1,80,68,105,83
dec,6,2.4,65,57,191,70
oct,23,5.7,15,38,152,80
apr,28,6.9,78,47,358,86
mar,15,8.9,81,40,153,70
feb,12,3.8,94,70,347,82
sep,7,1.8,11,70,144,87
may,21,5.4,37,63,238,71
jun,11,1.8,83,49,85,85
dec,30,2.9,80,37,258,70
jul,17,5.8,61,36,193,74
jun,19,2.8,64,41,133,75
feb,30,6.2,23,44,351,82
mar,22,7.3,58,24,94,82
dec,37,4.8,34,21,253,89
aug,18,3.6,88,53,273,90
dec,29,2.5,85,23,327,89
feb,20,8.3,17,63,234,70
aug,26,1.8,46,78,231,83
dec,19,3.8,32,79,236,82
feb,32,7.2,71,40,227,75
sep,6,3.9,31,30,228,76
oct,17,2.5,22,29,320,88
oct,25,2.9,66,55,294,71
jul,16,3.5,64,39,314,81
feb,28,3.2,41,79,392,73
jul,34,10.0,62,43,369,85
mar,20,4.5,18,25,247,76
nov,37,1.0,10,46,190,87
dec,33,2.0,88,42,258,71
jun,9,1.6,94,27,265,86
jul,15,7.8,44,42,81,83
dec,16,4.7,21,59,282,76
nov,11,2.3,93,32,227,86
jul,26,0.8,22,49,360,70
mar,23,8.5,37,23,169,77
may,10,1.2,67,31,188,70
nov,12,6.9,80,59,228,86
apr,20,8.6,37,29,203,84
may,19,1.9,26,27,131,84
apr,26,4.5,57,61,399,74
may,21,8.1,85,73,278,89
aug,12,9.1,27,24,285,82
may,18,4.6,81,33,331,83
apr,21,8.6,91,33,373,88
aug,12,2.5,95,26,81,76
jun,12,1.0,72,52,125,80
nov,18,1.2,41,48,137,80
apr,28,9.0,92,78,255,81
apr,13,5.3,26,25,81,87
jan,28,9.0,49,61,141,86
jan,5,1.1,24,42,352,85
may,21,4.4,59,24,148,72
nov,7,5.6,53,77,92,85
may,8,9.6,37,25,335,76
feb,8,9.1,74,31,251,81
nov,14,3.8,95,28,96,86
jan,17,8.4,77,30,219,86
mar,20,1.4,82,25,162,78
may,21,2.0,64,25,295,79
apr,22,1.6,67,22,238,74
oct,9,1.2,19,33,266,70
jul,22,9.7,53,25,205,78
nov,21,5.0,11,59,268,86
mar,26,7.3,40,64,352,77
mar,8,2.6,18,46,132,72
may,34,5.5,35,78,118,70
oct,9,4.9,83,66,293,78
oct,26,2.0,45,27,138,77
oct,14,4.5,16,77,210,83
nov,21,2.7,65,62,271,78
nov,12,1.3,29,73,294,79
jan,16,6.0,77,78,345,76
dec,15,6.8,87,43,335,79
jun,22,9.4,21,58,173,90
mar,14,8.3,93,53,186,74
may,11,8.3,58,51,367,87
nov,13,1.4,94,56,366,70
jan,23,3.3,20,64,345,72
apr,15,1.8,83,72,337,72
aug,5,5.5,25,31,364,81
dec,9,9.7,53,30,212,77
jan,23,8.7,48,59,246,89
sep,11,8.1,63,72,282,70
aug,26,2.2,69,29,90,81
dec,18,3.5,14,36,191,70
oct,21,3.4,22,79,299,85
jan,23,8.2,13,29,178,78
jan,36,4.5,57,23,292,80
jul,37,4.7,33,76,184,78
jul,5,9.8,80,73,95,85
feb,30,3.8,62,80,240,76
jan,10,7.1,84,56,86,79
jun,33,4.9,52,35,297,89
sep,12,1.7,23,29,328,77
aug,11,4.8,50,77,131,77
nov,32,5.8,27,50,116,77
apr,16,4.2,40,48,224,74
apr,6,8.8,25,55,360,77
nov,32,1.3,27,46,96,90
apr,24,1.3,40,26,139,80
may,18,9.9,25,30,139,77
feb,19,5.4,25,36,322,90
feb,18,2.0,62,73,273,75
jan,21,7.3,25,77,359,71
jul,30,1.5,78,60,118,81
jun,21,5.8,38,80,250,82
nov,28,1.5,78,76,260,78
jul,32,4.3,78,72,200,70
may,7,6.7,63,39,318,81
mar,37,6.2,87,44,390,86
may,8,9.9,38,75,400,75
mar,29,4.9,12,48,131,81
sep,22,9.8,42,21,367,73
oct,30,7.6,52,46,286,84
feb,37,7.5,14,46,98,84
sep,18,8.4,62,77,129,77
nov,17,7.6,46,75,333,82
apr,23,4.5,50,71,354,75
dec,15,8.8,35,56,95,73
jul,5,2.7,46,66,107,90
jan,35,4.3,21,30,258,77
apr,34,1.1,80,79,211,87
dec,28,4.0,15,36,143,89
apr,20,2.3,72,41,309,85
apr,14,5.5,72,34,142,78
apr,16,7.6,95,62,137,80
aug,23,2.4,15,80,378,85
dec,31,5.9,58,30,198,72
sep,30,2.4,13,38,196,74
aug,21,1.9,83,63,187,76
dec,7,7.8,26,29,200,70
jul,19,2.1,36,20,277,77
sep,13,8.0,81,79,245,70
jun,20,3.7,32,43,119,71
nov,36,4.9,64,70,329,86
apr,33,7.0,95,47,179,88
apr,30,6.9,75,79,229,89
aug,9,3.8,32,60,206,74
nov,8,8.8,75,22,259,88
aug,30,6.5,36,49,196,87
jun,12,3.6,37,33,189,75
feb,18,10.0,62,41,234,74
feb,23,4.2,78,40,200,86
jul,36,8.8,92,51,313,88
nov,36,5.0,19,58,393,70
feb,10,4.9,80,42,235,77
feb,14,1.3,66,53,219,76
nov,22,3.9,31,53,375,82
jan,18,7.6,72,46,327,79
oct,6,2.8,93,61,218,81
nov,10,5.0,10,44,278,70
sep,23,9.2,23,34,127,82
apr,10,7.4,92,76,397,89
jan,12,4.4,34,53,322,76
sep,35,3.9,75,23,264,86
mar,26,0.9,80,49,170,81
sep,22,4.8,38,24,326,80
mar,31,9.2,70,56,283,70
jan,6,2.5,86,46,150,80
aug,22,5.1,82,30,278,78
dec,36,7.8,74,62,396,84
dec,19,5.0,76,30,196,73
nov,19,5.7,30,54,310,90
jul,19,7.3,65,27,294,74
nov,32,8.9,44,36,262,77
may,18,3.1,71,31,162,73
may,29,7.8,77,23,152,82
nov,21,3.2,55,78,230,89
jan,35,9.0,11,25,363,88
jun,23,1.8,33,48,330,74
mar,18,7.4,29,47,107,84
jan,8,9.8,23,78,268,81
feb,8,4.8,12,57,153,80
oct,18,6.1,86,38,392,77
mar,15,6.1,24,62,298,74
sep,22,8.3,75,33,313,88
dec,13,8.6,60,40,327,86
jul,24,8.1,85,35,395,71
oct,28,3.7,47,21,335,83
apr,7,4.2,64,70,173,87
jan,10,9.7,75,46,107,85
oct,32,7.3,54,36,356,89
mar,32,0.8,67,51,98,86
sep,28,8.0,78,34,254,77
may,31,3.4,75,30,258,86
oct,21,9.0,25,41,303,76
may,8,5.0,12,34,324,84
sep,11,7.9,63,61,175,79
dec,13,1.0,65,65,159,71
feb,14,7.6,60,65,181,90
jul,35,9.8,28,27,208,88
feb,7,3.4,23,22,336,87
sep,14,1.4,78,61,170,88
jul,9,6.2,15,34,313,71
sep,16,6.1,23,57,352,71
jan,21,8.2,51,48,242,78
may,5,5.0,34,63,173,77
sep,20,8.4,31,62,273,77
sep,7,2.9,51,34,187,73
feb,32,6.8,72,36,161,77
jun,23,1.7,90,66,88,86
jun,34,5.3,29,52,365,84
jul,27,9.4,28,20,293,84
aug,33,8.9,78,72,196,86
nov,9,10.0,48,59,202,83
may,28,8.7,63,76,396,83
apr,19,8.1,91,67,314,90
aug,18,1.0,77,69,187,89
jun,17,9.8,10,31,183,80
mar,20,9.6,59,36,199,81
jun,14,4.9,93,50,299,72
aug,14,4.8,33,74,151,83
jun,27,7.6,19,34,223,79
jun,23,1.0,31,78,132,74
mar,19,5.3,68,23,132,78
aug,11,7.5,64,66,394,74
nov,35,8.5,82,53,275,81
jan,32,9.0,43,76,393,71
aug,28,6.7,59,62,82,89
oct,23,2.7,70,56,192,90
jan,37,5.9,18,27,126,72
dec,26,3.6,76,69,143,86
mar,35,7.5,93,45,217,87
dec,32,7.6,73,48,92,85
sep,17,4.2,76,78,109,78
jul,7,2.5,46,63,87,72
jun,17,0.8,65,27,391,75
sep,23,7.9,93,63,317,84
dec,19,7.4,67,37,161,87
jul,16,9.2,24,45,155,86
sep,20,8.8,88,60,313,84
dec,33,4.1,48,63,292,75
apr,23,5.2,21,64,289,87
jul,9,3.3,56,57,273,85
oct,28,0.8,63,61,143,80
nov,24,7.0,49,21,362,84
jul,32,4.1,37,37,94,85
jul,36,1.4,79,44,254,82
jan,28,7.8,90,39,372,70
oct,22,8.9,73,37,341,80
sep,5,7.0,70,21,256,88
apr,6,5.6,28,34,348,75
aug,19,1.2,71,77,391,84
feb,32,6.2,28,60,321,74
oct,17,8.5,44,28,114,82
jun,20,7.2,31,47,348,86
mar,33,8.8,74,23,320,89
aug,15,8.0,84,20,139,71
apr,19,10.0,94,43,93,70
oct,23,1.3,27,65,118,85
mar,34,1.3,17,35,118,72
jan,14,9.5,84,30,244,86
jul,37,9.9,18,46,304,76
jul,16,5.1,28,27,308,81
may,34,5.4,76,47,196,75
feb,26,2.8,37,54,285,74
nov,34,6.1,63,39,244,80
apr,23,7.3,61,38,326,84
may,24,7.6,66,64,246,84
feb,11,2.4,28,70,175,70
mar,27,1.5,64,30,208,85
mar,5,7.4,84,68,198,88
oct,20,8.6,80,62,226,79
jan,18,2.3,37,33,304,75
jun,36,1.5,33,59,316,79
feb,16,8.2,20,78,257,88
mar,12,1.4,70,78,198,89
nov,17,6.1,27,62,195,72
jan,21,2.5,14,27,320,83
jan,31,3.7,92,63,311,71
mar,16,4.3,30,56,273,87
sep,22,3.2,12,29,272,80
jul,24,6.1,58,30,232,79
jan,27,9.2,59,63,331,77
dec,12,2.3,88,76,281,76
aug,13,5.5,12,43,356,72
nov,34,1.8,21,59,373,90
jul,16,9.9,83,24,185,81
apr,15,1.5,78,52,168,82
apr,11,5.8,56,70,376,70
jun,32,1.6,14,26,256,77
jan,28,3.3,25,73,95,84
aug,7,2.4,51,63,318,87
jan,30,2.9,69,75,364,87
may,25,9.7,76,25,204,71
jun,34,5.4,17,39,222,80
oct,30,3.0,33,31,148,82
aug,17,9.4,73,69,168,86
sep,37,10.0,90,79,273,89
jan,6,6.6,47,78,272,71
sep,8,6.6,35,60,178,73
nov,22,2.0,80,31,118,83
mar,8,8.9,10,65,273,85
jul,35,1.8,73,54,378,78
dec,12,0.9,95,67,298,75
jul,11,7.0,84,35,142,71
dec,36,9.6,10,29,97,72
nov,36,1.6,41,72,380,78
may,16,5.7,11,79,90,89
jun,35,5.6,79,74,87,83
jan,31,7.7,45,31,179,70
oct,33,5.0,31,77,293,83
jan,32,9.8,95,75,118,71
apr,28,1.8,18,54,335,78
apr,17,7.3,51,46,158,74
feb,17,4.2,30,42,102,71
dec,33,9.7,69,61,326,84
jul,8,6.1,66,32,189,76
sep,26,5.0,45,75,338,77
mar,15,7.5,87,44,272,83
jul,21,9.9,59,67,251,85
jan,9,4.6,15,21,338,75
jan,21,7.2,43,62,343,85
mar,12,2.5,41,22,355,86
feb,26,5.5,23,47,290,82
apr,27,7.4,58,59,376,87
mar,17,4.0,15,46,206,88
apr,21,9.9,67,28,121,72
sep,5,2.2,69,67,166,75
apr,26,2.0,17,46,245,88
feb,26,7.3,46,41,158,81
sep,12,7.5,22,24,112,71
apr,23,8.9,78,62,237,71
sep,27,0.8,52,76,92,83
sep,10,3.3,12,30,109,78
jan,15,5.9,77,74,107,79
oct,31,9.8,82,29,153,89
jan,26,7.9,42,54,273,74
apr,23,9.6,47,43,296,81
apr,18,1.9,20,78,383,85
feb,34,8.7,65,62,299,83
sep,36,4.3,90,30,378,76
oct,33,1.7,90,31,237,76
nov,35,8.0,93,40,364,73
nov,35,7.9,78,68,372,82
dec,26,10.0,44,55,172,90
oct,37,3.6,85,45,199,80
nov,12,2.1,48,65,243,87
oct,21,7.4,42,28,266,81
aug,21,8.5,81,77,240,71
jul,10,7.9,70,59,209,83
jun,6,8.0,71,45,227,82
may,15,2.9,92,62,187,88
nov,25,8.5,37,43,278,72
jul,24,2.7,86,26,267,82
oct,24,1.9,58,27,332,82
sep,35,6.5,72,21,297,80
apr,21,7.0,43,51,89,71
jul,22,8.4,66,37,145,78
feb,32,7.2,87,75,240,71
oct,32,9.0,71,59,368,79
jul,36,3.8,90,47,248,70
sep,29,1.6,44,62,337,72
may,13,4.4,38,80,155,74
mar,9,8.2,13,34,240,84
aug,25,4.4,16,24,400,81
oct,8,4.1,84,27,173,70
apr,36,4.3,57,69,80,88
sep,28,4.6,79,78,120,90
oct,36,8.5,17,64,169,71
jul,24,4.5,71,75,346,89
apr,36,7.0,77,21,335,86
oct,27,3.5,85,56,233,87
jul,31,7.4,57,44,188,81
jun,31,8.8,53,25,268,71
mar,10,8.9,14,38,85,84
may,8,7.5,27,64,235,70
jan,5,9.0,17,66,385,76
jul,19,9.6,31,67,138,71
jul,18,9.7,76,27,117,75
apr,25,6.0,87,37,375,88
mar,17,8.7,75,54,351,71
aug,37,5.7,83,35,307,75
aug,12,9.7,22,58,362,85
mar,8,5.3,86,75,313,75
apr,10,2.3,56,63,157,85
may,30,7.6,71,58,306,75
aug,26,0.8,16,68,238,80
oct,34,7.5,68,32,86,89
oct,31,0.8,22,46,371,89
mar,30,4.5,35,62,201,83
jun,6,4.3,30,25,400,86
sep,29,2.0,74,22,212,73
jan,19,8.6,82,45,275,88
mar,12,6.6,71,56,329,79
aug,17,7.5,68,52,187,86
dec,36,3.0,47,59,90,81
jan,17,1.5,30,48,176,85
nov,10,1.3,78,44,120,88
jun,22,6.4,49,44,84,80
jun,21,8.8,33,41,154,72
apr,33,8.7,59,54,201,89
jul,33,1.6,28,58,131,74
jan,27,1.4,36,30,234,90
apr,9,8.8,52,72,272,90
jan,29,6.7,88,41,251,86
jun,20,9.3,59,32,191,85
oct,23,7.5,57,71,177,79
mar,35,8.8,75,36,399,85
jul,6,7.4,55,35,345,85
nov,31,9.8,92,73,140,78
feb,31,9.9,53,35,104,79
jan,9,8.2,33,54,112,76
jul,29,3.5,68,61,328,89
dec,5,6.3,12,72,203,82
nov,31,8.6,55,67,325,82
nov,29,10.0,64,75,218,74
jan,13,0.8,55,39,156,83
aug,10,2.5,46,60,356,90
aug,37,3.3,22,26,334,89
feb,8,4.6,22,21,94,71
jun,7,2.0,65,42,363,83
nov,16,1.8,24,54,114,71
aug,26,2.7,83,36,239,71
sep,10,6.5,38,48,218,86
mar,33,8.2,72,46,204,81
may,11,4.7,17,42,100,78
may,22,7.8,85,46,309,79
aug,35,5.3,64,55,281,81
jul,37,9.0,15,76,273,74
